id,trigger,conditions,script,text,options,notes
UAFNiaAskAboutAccessAsked,DialogOptionSelected,$option == uaf_askhowtocomm,"AddText ""\""Oh, you are interested in accessing those? Well..\""""
AddText ""\""I'll need to assess your capability first, most people don't really get to access UAF infrastructure, you see. We only grant those with UAF Commissions the access. Unfortunately, you are not a suitable candidate for now, if you can help this station with some of its problem, I'll consider it.""
SetTextHighlights ""UAF Commissions\""""",,,
UAFNiaAskForCommissionOpt,PopulateOptions,"$id == uaf_niaauroria score:100
UAFRelationCheck "">"" 29
!Commission hasFactionCommission",,,"20:cmsn_askCommission:""I'd like to be commissioned by United Aurora Federation""",
UAFNiaAskForCommissionOptRec,PopulateOptions,"$id == uaf_niaauroria score:100
UAFRelationCheck "">"" 9
!Commission hasFactionCommission
$player.hasUAFRecommendation",,,"20:cmsn_askCommissionRec:""I have a recommendation to apply for UAF Commission from $global.UAF_RecommendationSeal""",
,,,,,,
UAFNiaResignCommissionOpt,PopulateOptions,"$id == uaf_niaauroria score:100
Commission hasFactionCommission",,,"20:cmsn_resignCommission:""I'd like to resign my United Aurora Federation commission""",
UAFNiaAskForCommissionOptCriteriaMet,DialogOptionSelected,"$id == uaf_niaauroria score:100
$option == cmsn_askCommission
Commission playerMeetsCriteria",FireBest CMSNTextSuitedPart1,,0:cmsn_continueMeetsReq:Continue,
UAFNiaAskForCommissionOptCriteriaMetRec,DialogOptionSelected,"$id == uaf_niaauroria score:100
$option == cmsn_askCommissionRec
Commission playerMeetsCriteria
$player.hasUAFRecommendation",FireBest CMSNTextSuitedPart1Rec,,0:cmsn_continueMeetsReq:Continue,
,,,,,,
UAFNiaTextRejectHostile,CMSNTextRejectHostile,$id == uaf_niaauroria ,,"""No. You have been banned due to recent behaviors. Denied""
The administrator said in stern voice.",,
UAFNiaTextHasOther,CMSNTextHasOther,$id == uaf_niaauroria ,,"""According to my record, you are currently commissioned by $theOtherCommissionFaction. You need to understand that you can only be commissioned one at a time, either resign from their commission or we can't accept you.""",,
UAFNiaTextUnsuited,CMSNTextUnsuited,$id == uaf_niaauroria ,,"""I am sorry, but analysis of your data has shown your potential to be lacking.""",,
UAFNiaTextSuitedP1,CMSNTextSuitedPart1,$id == uaf_niaauroria ,,"""According to the record and the papers you have submitted, you are one of the suitable candidate to accept our commission, however, I must remind you that UAF Commission doesn't come in lightly and it's a heavy responsibility to take on.

You have to remain vigilant as UAF might have more enemies than you expected should you accept this commission.

Also, you are free to resign, of course, as you're just a freelance contractor and not permanently attached to the federation. Personally I wouldn't recommend backing off from your word though.""",,
UAFNiaTextSuitedP1WithRecommendation,CMSNTextSuitedPart1Rec,$id == uaf_niaauroria,"SetTextHighlights ""$global.UAF_RecommendationSeal""","""According to the record and the papers you have submitted along with the recommendation you received from $global.UAF_RecommendationSeal, you are one of the suitable candidate to accept our commission, however, I must remind you that UAF Commission doesn't come in lightly and it's a heavy responsibility to take on.

You have to remain vigilant as UAF might have more enemies than you expected should you accept this commission.

Also, you are free to resign, of course, as you're just a freelance contractor and not permanently attached to the federation. Personally I wouldn't recommend backing off from your word though.""",,
UAFNiaTextSuitedP2,CMSNTextSuitedPart2,$id == uaf_niaauroria ,,"""If you are absolutely sure, then you may sign the tablet in front of you""
A tablet appears just below the monitor, with a pen for you to sign the contract.",,
UAFNiaTextWelcomeP1,CMSNTextWelcomePart1,$id == uaf_niaauroria ,,"""Alright, with this you are now welcomed to UAF, access and privileges will now be available to you for UAF's Infrastructure and Facilities. Don't disappoint me, $playerName""
The administrator smiles at you as she welcomes you to the faction.",,
UAFNiaTextWelcomeP2,CMSNTextWelcomePart2,$id == uaf_niaauroria ,,"""Anything else I can do for you?""",,
UAFNiaTextChangeMind,CMSNTextChangeMind,$id == uaf_niaauroria ,AdjustRepActivePerson NEUTRAL -1,"""Ah, okay, I always have a suspicion that you were not ready for it anyway, as long as nothing is signed you are not bound to anything, don't worry.""

""Anything else?""",,
UAFNiaResignAskToConfirm,CMSNResignAskToConfirm,$id == uaf_niaauroria ,,"""You are sure about this?""
The administrator glares at you sharply.",,
UAFNiaResignConfirmed,CMSNResignConfirmed,$id == uaf_niaauroria ,"AdjustRepActivePerson NEUTRAL -30
$player.UAFNiaRecommendation = false
$player.UAFNiaRecommendationInt = false
$player.UAFNiaRecommendation2 = false
$player.betrayedUAF = true","""Well, alright, your access to $theFaction 's Infrastructure and Facilities are now revoked, you are now free to go""
The administrator has a disappointed look after hearing your decision, might not be the smartest thing to do in your career, hopefully nothing bad comes of it.",,
UAFNiaResignCancelled,CMSNResignCancelled,$id == uaf_niaauroria ,AdjustRepActivePerson NEUTRAL -1,"""Well, maybe stop playing pranks like this next time.""",,
,,,,,,
UAFNiaDoesNotMeetCriteria,DialogOptionSelected,"$id == uaf_niaauroria
$option == cmsn_askCommission
!UAFCommission playerMeetsCriteria","SetEnabled cmsn_askCommission false
FireBest CMSNTextUnsuited
UAFCommission printRequirements",,,
UAFNiaMeetsCriteria,DialogOptionSelected,"$id == uaf_niaauroria
$option == cmsn_askCommission
UAFCommission playerMeetsCriteria
!Commission hasFactionCommission",FireBest CMSNTextSuitedPart1,,0:cmsn_continueMeetsReq:Continue,
UAFNiaMeetsCriteria2,DialogOptionSelected,"$id == uaf_niaauroria
$option == cmsn_continueMeetsReq","Commission printInfo
FireBest CMSNTextSuitedPart2",,"0:cmsn_accept:Accept UAF commission
1:cmsn_cancel:""Perhaps I'm not quite ready for this.""",
UAFNiaAccept,DialogOptionSelected,"$id == uaf_niaauroria
$option == cmsn_accept","FireBest CMSNTextWelcomePart1
UAFCommission accept
FireBest CMSNTextWelcomePart2
FireAll PopulateOptions",,,
,,,,,,
UAFNiaAskPardon,PopulateOptions,"$id == uaf_niaauroria
UAFRelationCheck "">"" -11
UAFRelationCheck ""<"" 0
$player.betrayedUAF",,,UAFNiaAskPardonOpt:Apologize for withdrawing commission from UAF,
UAFNiaAskPardon2,DialogOptionSelected,$option == UAFNiaAskPardonOpt,"SetStoryOption UAFNiaAskPardonOpt2 3 askNiaPardon ui_char_spent_story_point ""You offered contributions""","""You know I am still disappointed in you, right?""

She sighs and continues.

""I had such a high hopes..""","0:UAFNiaAskPardonOpt2:Offer contributions to make up for it (Costs 3 story points and 30.000 Credits)
1:UAFNiaAskPardonOptCancel:Nevermind..",
UAFNiaAskPardon3,DialogOptionSelected,$option == UAFNiaAskPardonOpt2,"AdjustRepActivePerson FAVORABLE 100
AddRemoveCommodity credits -30000","""Well, I can see you are still willing to have a good relation, I understand.""

She finally look at you again through the monitor.

""Alright, I'll forgive you, but I'll need you to deliver me more choco lava when you visit me next time.""",UAFNiaAskPardonOpt3:Continue,
UAFNiaAskPardon4,DialogOptionSelected,$option == UAFNiaAskPardonOpt3,FireAll PopulateOptions,,,
UAFNiaAskPardonCancel,DialogOptionSelected,$option == UAFNiaAskPardonOptCancel,FireAll PopulateOptions,,,
,,,,,,
#END Commissions,,,,,,
,,,,,,
"# Missions, change text for mission todo",,,,,,
UAFNiaNoMissions,ContactPreMissionListText,"$id == uaf_niaauroria score:100
$mh_count <= 0","SetTextHighlights ""Nya!""","""There are no available missions for you at the moment, try coming back later.""
OR
You can see Nia is being distracted by something off-screen.
""Ah, yeah, there are none at the moment, I'll inform you if I have anything""

""Nya!""",,
UAFNiaNoMissionsSuspend,ContactPreMissionListText,"$id == uaf_niaauroria score:100
$mh_count <= 0
$mHub_contactSuspended",,"""According to my files, there are no suitable mission that outsider like you might take right now."" She said in stern voice.",,
UAFNiaOneMission,ContactPreMissionListText,"$id == uaf_niaauroria score:100
$mh_count == 1
$mh_firstInlineBlurb != null",$mh_doNotPrintBlurbs = true 0,"""That's one mission available, you might want to take it."" Nia said as the prompt appears on your screen.
OR
""Just in time for this mission, you are lucky."" Nia drags over the mission details to you, allowing you to see the detail if you wish to.",,
UAFNiaMultipleMission,MHPostMissionListText,"$id == uaf_niaauroria score:100
$mh_count > 1",,"""So, anything sounds good for you right now?"" Prompts appear shortly after her explaination.
OR
""Pick one and I'll explain about them"" Prompts appear shortly after her explaination.
OR
She quickly drags over the missions prompt to you after explaining as she is feeding Inna. ""I'll be back to you in a sec, I'll have to do something, just pick one you are interested in""",,
UAFNiaContactPrintAcceptText,ContactPrintAcceptText,$id == uaf_niaauroria score:100,,"""Alright, hopefully you can do it well, $playerName.""
OR
""Don't disappoint me, alright?""
OR
""Well, that's one headache off of me"" Nia smiles as you picked the missions.
OR
""I'll be back to these paperwork then, try not to mess up badly."" Nia said as her gaze slowly back to her paperwork after you accepted the mission.",,
#END Missions,,,,,,
,,,,,,
#Inari Conv,,,,,,
UAFDefaultInariGate,PickGreeting,"$id == uaf_inari score:100
!$player.UAFNiaRecommendation","ShowDefaultVisual
EndConversation","""Access denied, we are currently limiting contact with unknown spacefarer, for more information please visit ""Aurora Diplomatic Bureau"".""

Someone said from the other end of the speaker.",,
UAFDefaultInariFirstGreeting,PickGreeting,"$id == uaf_inari score:100
$player.UAFNiaRecommendation
!$player.metUAFInari",,"You begin to make your approach towards an opulent white building with an exterior silver lettered sign that reads ""Stjarna's House of Nobles. Home to House LaFayette Genetics'."" You show your official invitation paperwork to a group of UAF soldiers guarding the door who analyze your credentials thoroughly before they nod and allowed you passage while giving directions to access the Main director's office. 

Passing the main lobby and through a clean white hallway, what you do notice apart from the occasional noble representation is the number of scientists walking by you, some of them having animalistic features like the ears of a dog or tails like a cat, etc. Until finally, make it to the office of the current ruling noble of the station.",0:InariGreetingCont:Continue,
UAFDefaultInariFirstGreetingCont,DialogOptionSelected,$option == InariGreetingCont,"ShowPersonVisual
$player.metUAFInari = true","What sits behind that futuristic desk was a woman with hair that was lush, sunrise-gold hair, an elegant face that gives off a tender smile, a fit well-formed figure with a close-fitting uniform that appears to be custom-made compared to the standard uniforms you have seen so far, and a personality radiates with ladylike temperament. You get a good look at her features and what was more baffling was that this woman that sits before you has both large pointed ears and a very soft, fluffy, well-groomed tail that swings left and right casually like a fox; similar to her hair color. She suddenly clears her throat and sits straight to address you.

""Welcome $playerName, I have heard of a freelance captain rising in popularity within the UAF, My files describe you to be steadfast and courageous at your best when the situation demands it with a more loose connection with the other factions, truly a free spirit compared to the other ruling factions of the universe.""",0:InariGreetingCont2:Continue,
UAFDefaultInariFirstGreetingCont2,DialogOptionSelected,$option == InariGreetingCont2,"$player.metUAFInari = true
AdjustRepActivePerson NEUTRAL 5
","She smiles cordially as she nods with approval

""Nia was right about you being a captain of potential and respectable qualities, and I sure hope such talents could aid not only her majesty, but myself included.""

She suddenly burst into a hearty laugh as she realized she forgot some important details to tell you. ""OH! Forgive me, where are my manners.~ My name is Inari ""Masoko"" LaFayette, the current leading administrator and the main ruling house of the Stjarna Sector.""

""If you have not been brought up to speed Captain, this is Hem Fayette Station. We are the main providers of fuel for the Federation, but this station also serves as a main military garrison for the current solar system. And to most of my staff and the people under my governance, it is our home away from home.""",0:InariGreetingCont3:Continue,
UAFDefaultInariFirstGreetingCont3,DialogOptionSelected,$option == InariGreetingCont3,"$player.metUAFInari = true
AdjustRepActivePerson NEUTRAL 5","She steps aside and gestures towards the window and the view behind her. From where you are, you see a stunning panoramic view of the city within Hem Fayette from a clean modern suburb filled with lush and verdant plants that naturally grow on New Auroria to an extensive city center filled with faint lights and colorful holographic billboards of Aurorian advertisements.

Your observant eyes also noticed that they have agricultural farms hidden within bio-domes and a large mountain range in the distance as if they are trying to copy a part of New Aurorian's landscape in detail. The immersion was broken as soon as Inari tapped your shoulder and gives you a light-hearted smile before turning her attention to the city behind the window.",0:InariGreetingCont4:Continue,
UAFDefaultInariFirstGreetingCont4,DialogOptionSelected,$option == InariGreetingCont4,"$player.metUAFInari = true
FireAll PopulateOptions
AddPotentialContact
FireAll PopulateOptions","""It took us years to elevate this station to the paradise we live in now and the queen has chosen my family to be the governors who guide these people like the northern star in the night sky. This responsibility now rests upon my shoulders and I shall be certain that my people's lives here are comfortable ones.""

After sharing her perception on the matter, she turns to you and gives a small chuckle. ""My apologies Captain.~ I will say, I do envy your freedom to choose for yourself out there, venturing among the stars."" She quickly tidies up her uniform before sitting back down. ""Now, let us discuss more pressing matters."" ",,
UAFDefaultInariGreeting,PickGreeting,"$id == uaf_inari score:100
$player.UAFNiaRecommendation
$player.metUAFInari",ShowPersonVisual,"You wait for your turn to be called in when the secretary finally tells you that Inari may see you now. You walk down the same hallway and go through the automated doors to see her.
OR
You approach the front desk only for the secretary to hand you a communication tablet and tells you that Inari is open to talk. However, she is currently busy with interplanetary affairs. You sit down in one of the sofa's and turn the communicator on.",0:InariDefaultGreetingCont:Continue,
UAFDefaultInariContinueNormal,DialogOptionSelected,"$option == InariDefaultGreetingCont
UAFRelationCheck -1 51",FireAll PopulateOptions,"Inari looks at you professionally ""Greetings to you captain $playerName, what is it you wish to ask from the nobles?""
OR
Inari is busy with some paperwork, she glances at you quickly and waves her hand swiftly before focusing on what she's writing on. ""Kindly skip the pleasantries for now captain, interplanetary affairs can be such a chore.""
OR
Inari looks back at you attentively, her ears perkes up to listen. ""House Fayette may now hear your request captain.""",,
